Date,Natural Gas Consumption,Trend,Seasonal,Residual
2005-11-01,1663.4,1855.9300208333332,-9.088791001773046,-183.44122983156004
2005-12-01,2326.36,1858.7467499999998,445.2590436613475,22.35420633865283
2006-01-01,2165.268,1859.9499999999998,719.5820263741134,-414.2640263741132
2006-02-01,2144.378,1859.7755625,436.682201462766,-152.0797639627658
2006-03-01,2126.369,1863.4584166666666,279.3788792109929,-16.468295877659386
2006-04-01,1681.005,1865.0982916666667,-104.8217617464539,-79.27152992021267
2006-05-01,1526.297,1865.1889583333332,-299.91043506205676,-38.98152327127639
2006-06-01,1550.879,1867.7144583333334,-355.9899465868794,39.154488253545935
2006-07-01,1758.733,1870.3229374999999,-249.53404454787233,137.94410704787242
2006-08-01,1751.683,1872.526645833333,-236.62863364361704,115.78498781028395
2006-09-01,1462.07,1872.0659166666665,-371.28923337765957,-38.706683289006946
2006-10-01,1644.231,1873.6871666666666,-253.63930474290777,24.183138076241164
2006-11-01,1765.375,1875.4713124999998,-9.088791001773046,-101.0075214982268
2006-12-01,2122.784,1876.9647083333332,445.2590436613475,-199.4397519946806
2007-01-01,2474.725,1880.4613541666665,719.5820263741134,-125.31838054078003
2007-02-01,2565.953,1882.3109791666666,436.682201462766,246.9598193705674
2007-03-01,2128.33,1881.576125,279.3788792109929,-32.62500421099304
2007-04-01,1809.783,1881.9170833333333,-104.8217617464539,32.68767841312054
2007-05-01,1560.369,1881.5499791666666,-299.91043506205676,-21.27054410460994
2007-06-01,1555.757,1881.4309791666665,-355.9899465868794,30.315967420212985
2007-07-01,1660.814,1880.8568333333333,-249.53404454787233,29.491211214539135
2007-08-01,1896.674,1881.7366875,-236.62863364361704,251.565946143617
2007-09-01,1590.656,1884.9118125,-371.28923337765957,77.03342087765952
2007-10-01,1627.602,1889.8670416666666,-253.63930474290777,-8.62573692375878
2007-11-01,1834.266,1892.1954999999998,-9.088791001773046,-48.84070899822669
2007-12-01,2398.862,1895.6239375,445.2590436613475,57.979018838652564
2008-01-01,2733.59,1909.0514374999998,719.5820263741134,104.95653612588694
2008-02-01,2502.724,1916.0633541666666,436.682201462766,149.97844437056756
2008-03-01,2277.698,1916.4082708333335,279.3788792109929,81.91084995567343
2008-04-01,1823.885,1916.6334375000001,-104.8217617464539,12.073324246453765
2008-05-01,1577.395,1918.5287916666666,-299.91043506205676,-41.223356604609876
2008-06-01,1604.908,1920.583708333333,-355.9899465868794,40.31423825354619
2008-07-01,1710.14,1921.9815208333334,-249.53404454787233,37.69252371453899
2008-08-01,1683.74,1924.6324166666666,-236.62863364361704,-4.263783023049541
2008-09-01,1460.035,1928.2870208333334,-371.28923337765957,-96.96278745567372
2008-10-01,1635.044,1928.7184166666666,-253.63930474290777,-40.035111923758734
2008-11-01,1868.435,1933.0500625,-9.088791001773046,-55.526271498226976
2008-12-01,2399.413,1945.3681875,445.2590436613475,8.78576883865253
2009-01-01,2729.697,1953.9914166666667,719.5820263741134,56.12355695921997
2009-02-01,2331.768,1951.6257916666666,436.682201462766,-56.53999312943256
2009-03-01,2170.514,1953.7541875,279.3788792109929,-62.61906671099274
2009-04-01,1741.243,1954.0716874999998,-104.8217617464539,-108.00692575354599
2009-05-01,1504.992,1956.3014166666667,-299.91043506205676,-151.39898160460996
2009-06-01,1528.41,1958.4176041666665,-355.9899465868794,-74.017657579787
2009-07-01,1659.05,1963.2030416666666,-249.53404454787233,-54.61899711879437
2009-08-01,1737.335,1963.1011458333332,-236.62863364361704,10.862487810283824
2009-09-01,1574.901,1964.4548541666663,-371.28923337765957,-18.2646207890067
2009-10-01,1666.078,1966.8892708333333,-253.63930474290777,-47.17196609042554
2009-11-01,1775.166,1971.0060624999999,-9.088791001773046,-186.75127149822688
2009-12-01,2490.925,1973.9855625,445.2590436613475,71.68039383865266
2010-01-01,2809.788,1974.4561875,719.5820263741134,115.74978612588666
2010-02-01,2480.95,1974.4130624999998,436.682201462766,69.85473603723403
2010-03-01,2142.925,1971.2893749999998,279.3788792109929,-107.74325421099257
2010-04-01,1691.813,1973.98075,-104.8217617464539,-177.34598825354595
2010-05-01,1617.274,1980.1565833333334,-299.91043506205676,-62.97214827127675
2010-06-01,1649.515,1985.6450833333333,-355.9899465868794,19.859863253546166
2010-07-01,1825.828,1993.1374375,-249.53404454787233,82.22460704787227
2010-08-01,1878.926,1999.9098333333332,-236.62863364361704,115.64480031028381
2010-09-01,1637.491,2007.1426041666664,-371.28923337765957,1.6376292109931683
2010-10-01,1664.938,2012.6851041666664,-253.63930474290777,-94.10779942375854
2010-11-01,1973.294,2018.9227291666666,-9.088791001773046,-36.53993816489347
2010-12-01,2714.054,2021.0996874999998,445.2590436613475,247.69526883865274
2011-01-01,2888.64,2024.2056874999998,719.5820263741134,144.85228612588662
2011-02-01,2452.403,2029.1095833333334,436.682201462766,-13.388784796099571
2011-03-01,2230.493,2036.413625,279.3788792109929,-85.2995042109929
2011-04-01,1825.023,2041.1264374999998,-104.8217617464539,-111.28167575354603
2011-05-01,1667.396,2046.282208333333,-299.91043506205676,-78.97577327127635
2011-06-01,1657.334,2050.7511041666667,-355.9899465868794,-37.427157579787206
2011-07-01,1890.515,2056.3194375000003,-249.53404454787233,83.72960704787215
2011-08-01,1891.783,2060.2786875,-236.62863364361704,68.13294614361678
2011-09-01,1655.634,2064.2801875,-371.28923337765957,-37.356954122340426
2011-10-01,1744.454,2068.4611041666667,-253.63930474290777,-70.36779942375898
2011-11-01,2031.872,2079.747416666666,-9.088791001773046,-38.78662566489302
2011-12-01,2541.878,2088.7036875,445.2590436613475,7.915268838652764
2012-01-01,2756.18,2096.919125,719.5820263741134,-60.32115137411347
2012-02-01,2500.654,2102.341833333333,436.682201462766,-38.370034796098935
2012-03-01,2127.761,2110.9869375,279.3788792109929,-262.6048167109928
2012-04-01,1953.071,2116.609125,-104.8217617464539,-58.716363253546135
2012-05-01,1873.835,2120.628875,-299.91043506205676,53.11656006205692
2012-06-01,1868.356,2122.6254583333334,-355.9899465868794,101.72048825354597
2012-07-01,2069.773,2123.7752291666666,-249.53404454787233,195.5318153812059
2012-08-01,2008.815,2124.9030416666665,-236.62863364361704,120.54059197695062
2012-09-01,1807.208,2128.4822083333333,-371.28923337765957,50.01502504432631
2012-10-01,1901.084,2133.6462083333336,-253.63930474290777,21.077096409574267
2012-11-01,2167.841,2141.6509374999996,-9.088791001773046,35.27885350177334
2012-12-01,2503.907,2140.9240833333333,445.2590436613475,-82.27612699468068
2013-01-01,2878.785,2145.6395416666664,719.5820263741134,13.563431959219997
2013-02-01,2567.155,2155.488895833333,436.682201462766,-25.016097296098906
2013-03-01,2521.108,2163.0063124999997,279.3788792109929,78.72280828900756
2013-04-01,1967.458,2166.8167083333333,-104.8217617464539,-94.5369465868793
2013-05-01,1752.469,2170.7907291666666,-299.91043506205676,-118.41129410460974
2013-06-01,1742.917,2175.8443125,-355.9899465868794,-76.93736591312057
2013-07-01,1926.33,2179.535958333333,-249.53404454787233,-3.6719137854606743
2013-08-01,1927.379,2182.888979166666,-236.62863364361704,-18.881345523049163
2013-09-01,1766.973,2188.0077916666664,-371.28923337765957,-49.74555828900691
2013-10-01,1866.762,2193.0672916666667,-253.63930474290777,-72.66598692375902
2013-11-01,2316.909,2197.5937083333333,-9.088791001773046,128.40408266843983
2013-12-01,2920.826,2198.5580833333333,445.2590436613475,277.0088730053192
2014-01-01,3204.129,2205.5479791666667,719.5820263741134,278.99899445921983
2014-02-01,2741.24,2208.7064375,436.682201462766,95.8513610372338
2014-03-01,2557.89,2213.467625,279.3788792109929,65.04349578900673
2014-04-01,1961.678,2216.1921458333336,-104.8217617464539,-149.6923840868796
2014-05-01,1810.222,2218.1080625,-299.91043506205676,-107.97562743794322
2014-06-01,1745.351,2220.8643125,-355.9899465868794,-119.52336591312036
2014-07-01,1881.017,2223.2985416666666,-249.53404454787233,-92.74749711879417
2014-08-01,1933.061,2227.4560416666664,-236.62863364361704,-57.766408023049394
2014-09-01,1809.291,2230.3840416666667,-371.28923337765957,-49.80380828900718
2014-10-01,1912.81,2230.8865208333336,-253.63930474290777,-64.43721609042592
2014-11-01,2357.521,2230.711604166667,-9.088791001773046,135.89818683510643
2014-12-01,2679.165,2238.260895833333,445.2590436613475,-4.354939494680593
2015-01-01,3114.982,2239.0119791666666,719.5820263741134,156.38799445921995
2015-02-01,2925.172,2234.302041666667,436.682201462766,254.18775687056723
2015-03-01,2591.329,2234.367770833333,279.3788792109929,77.58234995567426
2015-04-01,2007.922,2233.644583333333,-104.8217617464539,-120.90082158687885
2015-05-01,1858.149,2236.5574374999997,-299.91043506205676,-78.498002437943
2015-06-01,1899.906,2240.0468333333333,-355.9899465868794,15.849113253546022
2015-07-01,2067.714,2244.5374375,-249.53404454787233,72.71060704787214
2015-08-01,2052.728,2248.0135833333334,-236.62863364361704,41.34305031028373
2015-09-01,1901.337,2251.2065,-371.28923337765957,21.41973337765978
2015-10-01,1987.31,2254.6425833333333,-253.63930474290777,-13.693278590425564
2015-11-01,2249.14,2255.4949374999997,-9.088791001773046,2.733853501773268
2015-12-01,2588.168,2258.9030416666665,445.2590436613475,-115.99408532801385
2016-01-01,3091.695,2261.7636875,719.5820263741134,110.34928612588692
2016-02-01,2652.26,2261.138708333333,436.682201462766,-45.56090979609871
2016-03-01,2356.298,2266.1372083333326,279.3788792109929,-189.21808754432578
2016-04-01,2083.848,2274.2586874999997,-104.8217617464539,-85.58892575354587
2016-05-01,1965.799,2279.3812708333335,-299.91043506205676,-13.671835771276733
2016-06-01,2000.656,2286.0252083333335,-355.9899465868794,70.62073825354588
2016-07-01,2186.616,2295.841833333333,-249.53404454787233,140.30821121453937
2016-08-01,2208.375,2303.805875,-236.62863364361704,141.19775864361702
2016-09-01,1947.752,2311.0542916666664,-371.28923337765957,7.986941710993165
2016-10-01,1925.203,2318.8293541666662,-253.63930474290777,-139.9870494237585
2016-11-01,2159.445,2326.3024374999995,-9.088791001773046,-157.76864649822633
2016-12-01,2866.273,2332.984895833333,445.2590436613475,88.02906050531942
2017-01-01,2914.837,2339.444520833333,719.5820263741134,-144.1895472074466
2017-02-01,2341.078,2341.4216874999997,436.682201462766,-437.02588896276575
2017-03-01,2524.263,2348.4466041666665,279.3788792109929,-103.56248337765948
2017-04-01,1932.745,2352.7294374999997,-104.8217617464539,-315.1626757535459
2017-05-01,1892.286,2358.500020833333,-299.91043506205676,-166.3035857712763
2017-06-01,1910.408,2363.090916666666,-355.9899465868794,-96.69297007978679
2017-07-01,2141.879,2369.913125,-249.53404454787233,21.499919547872196
2017-08-01,2094.234,2377.8806458333333,-236.62863364361704,-47.01801218971639
2017-09-01,1920.233,2384.251125,-371.28923337765957,-92.72889162234026
2017-10-01,2031.694,2390.921083333333,-253.63930474290777,-105.58777859042544
2017-11-01,2357.822,2402.06875,-9.088791001773046,-35.157958998226746
2017-12-01,3084.415,2414.2232291666664,445.2590436613475,224.93272717198602
2018-01-01,3341.44,2419.1305208333333,719.5820263741134,202.72745279255332
2018-02-01,2711.241,2427.673,436.682201462766,-153.11420146276578
2018-03-01,2797.818,2435.3647708333333,279.3788792109929,83.074349955674
2018-04-01,2351.509,2439.1089583333332,-104.8217617464539,17.221803413120668
2018-05-01,2056.106,2441.4187916666665,-299.91043506205676,-85.40235660460951
2018-06-01,2064.26,2444.201458333333,-355.9899465868794,-23.951511746453377
2018-07-01,2352.215,2450.069875,-249.53404454787233,151.67916954787233
2018-08-01,2315.335,2454.1512916666666,-236.62863364361704,97.8123419769505
2018-09-01,2157.215,2458.5095416666663,-371.28923337765957,69.99469171099338
2018-10-01,2286.013,2466.745,-253.63930474290777,72.9073047429078
2018-11-01,2716.229,2472.7262708333333,-9.088791001773046,252.5915201684396
2018-12-01,2999.923,2479.432083333333,445.2590436613475,75.23187300531913
2019-01-01,3425.044,2488.1900416666667,719.5820263741134,217.27193195921973
2019-02-01,3020.076,2503.9116875,436.682201462766,79.48211103723406
2019-03-01,2928.525,2506.325,279.3788792109929,142.82112078900735
2019-04-01,2213.498,2513.3849375,-104.8217617464539,-195.06517575354604
2019-05-01,2135.137,2518.054395833333,-299.91043506205676,-83.00696077127589
2019-06-01,2120.269,2524.963208333333,-355.9899465868794,-48.70426174645394
2019-07-01,2395.18,2530.7071874999997,-249.53404454787233,114.00685704787247
2019-08-01,2435.169,2537.832854166666,-236.62863364361704,133.96477947695087
2019-09-01,2207.12,2542.3740624999996,-371.28923337765957,36.03517087765988
2019-10-01,2307.468,2547.1164375,-253.63930474290777,13.990867242907768
2019-11-01,2784.228,2553.9321875,-9.088791001773046,239.38460350177306
2019-12-01,3171.583,2552.3448333333336,445.2590436613475,173.97912300531902
2020-01-01,3327.245,2557.340708333333,719.5820263741134,50.32226529255331
2020-02-01,3062.299,2564.366375,436.682201462766,61.25042353723393
