Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-06-16 00:00:00-04:00,10.073090150199,10.106637365125648,10.060892178249176,10.103586196899414,6000,0.0,0.0,0.0
2000-06-19 00:00:00-04:00,10.057842081703928,10.057842081703928,9.880961418151855,9.880961418151855,7200,0.0,0.0,0.0
2000-06-20 00:00:00-04:00,9.78032230028774,9.78032230028774,9.716279029846191,9.716279029846191,3000,0.0,0.0,0.0
2000-06-21 00:00:00-04:00,9.844368797696294,10.091392921802056,9.844368797696294,10.08529281616211,9600,0.0,0.0,0.0
2000-06-22 00:00:00-04:00,10.134091362172688,10.134091362172688,9.859620054442942,9.862668991088867,6300,0.0,0.0,0.0
2000-06-23 00:00:00-04:00,9.929760296956296,9.963307531512392,9.884015083312988,9.884015083312988,1500,0.0,0.0,0.0
2000-06-26 00:00:00-04:00,9.905364121604926,9.905364121604926,9.80777359008789,9.80777359008789,1500,0.0,0.0,0.0
2000-06-27 00:00:00-04:00,9.710177422360905,9.710177422360905,9.685781478881836,9.685781478881836,2400,0.0,0.0,0.0
2000-06-28 00:00:00-04:00,9.636985925116239,9.67968218022867,9.612589979610721,9.673582077026367,3000,0.0,0.0,0.0
2000-06-29 00:00:00-04:00,9.630888747141466,9.716279029846191,9.630888747141466,9.716279029846191,3300,0.0,0.0,0.0
2000-06-30 00:00:00-04:00,9.649189548996752,9.673585503142643,9.539401054382324,9.539401054382324,4200,0.0,0.0,0.0
2000-07-03 00:00:00-04:00,9.5637939511307,9.6369862574752,9.521099928197692,9.624788284301758,5100,0.0,0.0,0.0
2000-07-05 00:00:00-04:00,9.222236542035011,9.246634179342196,9.155143737456928,9.234435081481934,3300,0.0,0.0,0.0
2000-07-06 00:00:00-04:00,9.344218550675713,9.423510410167554,9.307622393743024,9.386914253234863,6600,0.0,0.0,0.0
2000-07-07 00:00:00-04:00,9.295424461364746,9.307622994992624,9.295424461364746,9.295424461364746,7500,0.0,0.0,0.0
2000-07-10 00:00:00-04:00,9.271029472351074,9.271029472351074,9.271029472351074,9.271029472351074,1800,0.0,0.0,0.0
2000-07-11 00:00:00-04:00,9.393014068562787,9.667485237121582,9.393014068562787,9.667485237121582,10800,0.0,0.0,0.0
2000-07-12 00:00:00-04:00,9.710183959178035,9.710183959178035,9.515005111694336,9.515005111694336,32700,0.0,0.0,0.0
2000-07-13 00:00:00-04:00,9.54550122824541,9.54550122824541,9.362520918170594,9.374720573425293,6000,0.0,0.0,0.0
2000-07-14 00:00:00-04:00,9.429614833971726,9.429614833971726,9.338123841314376,9.374720573425293,3300,0.0,0.0,0.0
2000-07-17 00:00:00-04:00,9.42351301901467,9.42351301901467,9.313724517822266,9.313724517822266,1800,0.0,0.0,0.0
2000-07-18 00:00:00-04:00,9.313724517822266,9.313724517822266,9.313724517822266,9.313724517822266,0,0.0,0.0,0.0
2000-07-19 00:00:00-04:00,9.417409896850586,9.417409896850586,9.417409896850586,9.417409896850586,300,0.0,0.0,0.0
2000-07-20 00:00:00-04:00,9.362519264221191,9.362519264221191,9.362519264221191,9.362519264221191,300,0.0,0.0,0.0
2000-07-21 00:00:00-04:00,9.185635368600076,9.185635368600076,9.075846898059039,9.100244522094727,6600,0.0,0.0,0.0
2000-07-24 00:00:00-04:00,9.088044636810501,9.088044636810501,8.856269183168278,8.898964881896973,156900,0.0,0.0,0.0
2000-07-25 00:00:00-04:00,8.95386196990017,8.95386196990017,8.929464340209961,8.929464340209961,600,0.0,0.0,0.0
2000-07-26 00:00:00-04:00,8.941659949432065,8.941659949432065,8.880666732788086,8.880666732788086,15300,0.0,0.0,0.0
2000-07-27 00:00:00-04:00,8.990458942080833,9.155141700839629,8.990458942080833,9.118545532226562,10500,0.0,0.0,0.0
2000-07-28 00:00:00-04:00,9.258830070495605,9.258830070495605,9.258830070495605,9.258830070495605,900,0.0,0.0,0.0
2000-07-31 00:00:00-04:00,9.25273502380848,9.295430758047567,9.21613883972168,9.21613883972168,7200,0.0,0.0,0.0
2000-08-01 00:00:00-04:00,9.21613883972168,9.21613883972168,9.21613883972168,9.21613883972168,0,0.0,0.0,0.0
2000-08-02 00:00:00-04:00,9.478406356666607,9.478406356666607,9.472306251525879,9.472306251525879,3600,0.0,0.0,0.0
2000-08-03 00:00:00-04:00,9.600392823913264,9.600392823913264,9.46620838003771,9.472306251525879,4500,0.0,0.0,0.0
2000-08-04 00:00:00-04:00,9.319823167467556,9.472306251525879,9.319823167467556,9.472306251525879,6900,0.0,0.0,0.0
2000-08-07 00:00:00-04:00,9.539401655760772,9.618691862212453,9.539401655760772,9.58819580078125,3000,0.0,0.0,0.0
2000-08-08 00:00:00-04:00,9.569894054543383,9.624788284301758,9.569894054543383,9.624788284301758,1200,0.0,0.0,0.0
2000-08-09 00:00:00-04:00,9.771174021194659,9.838266231845642,9.758976046617802,9.80167007446289,21600,0.0,0.0,0.0
2000-08-10 00:00:00-04:00,9.819971214022784,9.880965573223271,9.819971214022784,9.8565673828125,10200,0.0,0.0,0.0
2000-08-11 00:00:00-04:00,9.79556941986084,9.79556941986084,9.79556941986084,9.79556941986084,6600,0.0,0.0,0.0
2000-08-14 00:00:00-04:00,9.88706270472482,10.051745414733887,9.88706270472482,10.051745414733887,8700,0.0,0.0,0.0
2000-08-15 00:00:00-04:00,10.112740612835513,10.131038697318118,9.935859874054627,9.990754127502441,15300,0.0,0.0,0.0
2000-08-16 00:00:00-04:00,10.00294851918618,10.185929298400879,10.00294851918618,10.185929298400879,12300,0.0,0.0,0.0
2000-08-17 00:00:00-04:00,10.283526172801382,10.387214600811092,10.222531797332067,10.368916511535645,11100,0.0,0.0,0.0
2000-08-18 00:00:00-04:00,10.338416654010153,10.338416654010153,10.161535933684169,10.228628158569336,325200,0.0,0.0,0.0
2000-08-21 00:00:00-04:00,10.192028338046423,10.265220642089844,10.192028338046423,10.265220642089844,4200,0.0,0.0,0.0
2000-08-22 00:00:00-04:00,10.307918407750352,10.307918407750352,10.265222146251459,10.271322250366211,3600,0.0,0.0,0.0
2000-08-23 00:00:00-04:00,10.393311488735561,10.509200096130373,10.393311488735561,10.509200096130371,14100,0.0,0.0,0.0
2000-08-24 00:00:00-04:00,10.375009582128515,10.375009582128515,10.253023147583008,10.253023147583008,12900,0.0,0.0,0.0
2000-08-25 00:00:00-04:00,10.243874724978559,10.314015868074197,10.243874724978559,10.301817893981934,7200,0.0,0.0,0.0
2000-08-28 00:00:00-04:00,10.338414581693204,10.472601238218719,10.246924187164945,10.42685604095459,20400,0.0,0.0,0.0
2000-08-29 00:00:00-04:00,10.393314708454067,10.39941481609704,10.368916511535645,10.368916511535645,10800,0.0,0.0,0.0
2000-08-30 00:00:00-04:00,10.33231710303135,10.33231710303135,10.179834562505365,10.234728813171387,11700,0.0,0.0,0.0
2000-08-31 00:00:00-04:00,10.326219349454576,10.326219349454576,10.222528719015811,10.295721054077148,1800,0.0,0.0,0.0
2000-09-01 00:00:00-04:00,10.344519253820385,10.42990958186942,10.320121059955005,10.39331340789795,39900,0.0,0.0,0.0
2000-09-05 00:00:00-04:00,10.399404849255305,10.399404849255305,10.283516317027797,10.375006675720215,11100,0.0,0.0,0.0
2000-09-06 00:00:00-04:00,10.490902825494636,10.661683463291746,10.490902825494636,10.634236335754395,5700,0.0,0.0,0.0
2000-09-07 00:00:00-04:00,10.64948505337298,10.66168303167812,10.533596441689099,10.618988990783691,23400,0.0,0.0,0.0
2000-09-08 00:00:00-04:00,10.527497836423366,10.527497836423366,10.356714983777197,10.442105293273926,53700,0.0,0.0,0.0
