Date-Time,Close
2024-01-31,-0.013003228233532838
2024-01-30,0.01645189452942919
2024-01-29,0.0007738047140204429
2024-01-26,-0.007888216813165094
2024-01-25,0.0012712213636785208
2024-01-24,-0.005424187858880991
2024-01-23,-0.0010925020411551856
2024-01-22,-0.002912292543855166
2024-01-19,-0.002112064395513258
2024-01-18,-0.01238909601886995
2024-01-17,-0.0088535328205257
2024-01-16,0.005574221059148954
2024-01-12,0.003677981468809044
2024-01-11,-0.0006925280698171221
2024-01-10,0.0004407551676441912
2024-01-09,-0.0056395082338740465
2024-01-08,0.0015182189151046188
2024-01-05,-0.014175002866892328
2024-01-04,-0.0013686914027166708
2024-01-03,0.0032262572452186333
2024-01-02,0.008200249894120937
2023-12-29,0.005612065870819194
2023-12-28,0.002899161694518426
2023-12-27,-0.00037767520381848385
2023-12-26,-0.0018064195804470273
2023-12-22,-0.004213637330922282
2023-12-21,-0.0020077145223522663
2023-12-20,-0.009437240589844187
2023-12-19,0.013954207975986677
2023-12-18,-0.006062480941791293
2023-12-15,-0.005609278491612635
2023-12-14,0.005694026049874346
2023-12-13,-0.0032042127763691752
2023-12-12,-0.01369591277830473
2023-12-11,-0.004556800421292806
2023-12-08,-0.003882068224571711
2023-12-07,-0.004289936132854777
2023-12-06,-0.007601434207504809
2023-12-05,0.004037926834789651
2023-12-04,0.00019708964357700864
2023-12-01,0.005263227515904134
2023-11-30,-0.005898433267256031
2023-11-29,-0.0039297094510990505
2023-11-28,0.0007036524247494569
2023-11-27,-0.0009896527126995736
2023-11-24,0.0018026340918648742
2023-11-22,-0.0006151683118682527
2023-11-21,-0.0038533996090093225
2023-11-20,0.002181746923411332
2023-11-17,-0.007668122209848249
2023-11-16,-0.0012430358307398137
2023-11-15,-0.0012223446088626133
2023-11-14,-0.0021148481296497934
2023-11-13,-0.01921491867668479
2023-11-10,0.0009536785463959419
2023-11-09,-0.0154843279010759
2023-11-08,0.007829311365906477
2023-11-07,-0.0007321147001606576
2023-11-06,-0.002842017910728245
2023-11-03,-0.0022978479285109543
2023-11-02,-0.00908204289863157
2023-11-01,-0.01898301712667383
2023-10-31,-0.010608286339472528
2023-10-30,-0.0062605896566365615
2023-10-27,-0.011884874907132748
2023-10-26,0.004543088119588035
2023-10-25,0.01204688704888568
2023-10-24,0.014456135150032523
2023-10-23,-0.007511082712291284
2023-10-20,0.0017346882505941963
2023-10-19,0.012364188561956091
2023-10-18,0.008825234716264063
2023-10-17,0.013414652290806295
2023-10-16,4.5868403558024795e-05
2023-10-13,-0.010466471736675587
2023-10-12,0.004993306412589327
2023-10-11,0.00611510216120692
2023-10-10,-0.0040879187901836644
2023-10-09,-0.0051913409852604175
2023-10-06,-0.006381790685686006
2023-10-05,-0.01180286288474619
2023-10-04,0.00037684300224505307
2023-10-03,-0.0072555709728838735
2023-10-02,0.013476467356901445
2023-09-29,0.0003977585190311217
2023-09-28,0.0024299077376612743
2023-09-27,-0.0057807011203925285
2023-09-26,-0.00039909382755975997
2023-09-25,0.014800237526573667
2023-09-22,-0.004196377803539875
2023-09-21,0.002251077173879956
2023-09-20,0.016666477752473874
2023-09-19,0.00923589704767469
2023-09-18,0.0020759535401797535
2023-09-15,-0.0005862457890559725
2023-09-14,0.015642627040338475
2023-09-13,-0.00858546645259839
2023-09-12,-0.0011652662382966028
2023-09-11,0.005500662319977145
2023-09-08,-0.006555053282598422
2023-09-07,-0.0015049925906369666
2023-09-06,0.003074957252487742
2023-09-05,0.006745162151570838
2023-09-01,0.0043312707228411185
2023-08-31,-0.0018634785879241278
2023-08-30,0.0014644539761121678
2023-08-29,-0.004110340501526366
2023-08-28,-0.01435130918691474
2023-08-25,-0.006321319747783605
2023-08-24,-0.00702509560704101
2023-08-23,0.01395604067992906
2023-08-22,-0.011076170340667879
2023-08-21,0.0027122832841799394
2023-08-18,-0.0064852255063829745
2023-08-17,-0.00048121542192802735
2023-08-16,0.007649050342971364
2023-08-15,0.007365222013405948
2023-08-14,0.011717305776205222
2023-08-11,-0.0055048474135848124
2023-08-10,0.0005832473582723097
2023-08-09,-0.000358881191748317
2023-08-08,0.006707683059238079
2023-08-07,0.0043581773559804304
2023-08-04,-0.008690668835189541
2023-08-03,0.004533028473386658
2023-08-02,0.002869953136228176
2023-08-01,0.01400845753229607
2023-07-31,0.0028656762148759896
2023-07-28,-0.0019022428143200543
2023-07-27,-0.009742657417475264
2023-07-26,0.006652006907575725
2023-07-25,-0.00015368571301976885
2023-07-24,-0.0027263549713687496
2023-07-21,-0.004457299023287398
2023-07-20,0.0
2023-07-19,0.006656552163950558
2023-07-18,-0.0022212701157515724
2023-07-17,-0.007403103322491944
2023-07-14,-0.003466207976486224
2023-07-13,0.0006230252526746582
2023-07-12,-0.007905532586094388
2023-07-11,-0.008013729182130724
2023-07-10,-0.0063483639498702615
2023-07-07,-0.0025278705345801455
2023-07-06,0.0025278705345801455
2023-07-05,0.007861479788647152
2023-07-03,0.0014882968516367612
2023-06-30,-0.0011498530131603957
2023-06-29,-0.011731604160897469
2023-06-28,-0.003933681458931915
2023-06-27,-0.0005042633278211639
2023-06-26,-0.01090362458247185
2023-06-23,0.00409414785728579
2023-06-22,0.007588685638426185
2023-06-21,-0.0036031939838423455
2023-06-20,0.005136919061015099
2023-06-16,0.005201690867264297
2023-06-15,0.007119727147828492
2023-06-14,-0.012321418015092789
2023-06-13,-0.0011901493668862173
2023-06-12,-0.00657126184219603
2023-06-09,-0.009030974890538168
2023-06-08,-0.0017927201755973954
2023-06-07,-0.0060303099719352105
2023-06-06,0.0034636932286051803
2023-06-05,-0.0021751087358881094
2023-06-02,0.0019180843755739474
2023-06-01,-0.014357579465525738
2023-05-31,-0.009456166310023661
2023-05-30,0.005560674448036096
2023-05-26,-0.0003808617041993756
2023-05-25,-0.012867538294068837
2023-05-24,-0.008622622270993752
2023-05-23,0.007271172877377552
2023-05-22,0.01128625946176598
2023-05-19,-0.0004060137861623403
2023-05-18,0.0014561081524835373
2023-05-17,-0.009587111754963296
2023-05-16,-0.01206585360652035
2023-05-15,0.006705075772761582
2023-05-12,-0.0034440975106653227
2023-05-11,0.0013111253274349366
2023-05-10,0.0017454973037063226
2023-05-09,-0.0046614471743744446
2023-05-08,0.0043949710769144446
2023-05-05,-0.00026654712589824214
2023-05-04,-0.01834330438473497
2023-05-03,0.007108189555238731
2023-05-02,0.0068876514870197525
2023-05-01,0.011302837096972773
2023-04-28,0.0010102954770632167
2023-04-27,-0.008498976720201057
2023-04-26,-0.019712429865581527
2023-04-25,0.0042446142401662
2023-04-24,0.01600112311405688
2023-04-21,-0.0010426391837210502
2023-04-20,-0.0007766236678081739
2023-04-19,0.005472036123328472
2023-04-18,0.00016901068429220345
