Year,Period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate
2021,Aug,68.5(R),66.6(R),407211(R),396278(R),10933(R),2.7(R)
2021,Sep,68.5(R),66.7(R),407563(R),397187(R),10376(R),2.5(R)
2021,Oct,68.6(R),66.9(R),408455(R),398517(R),9938(R),2.4(R)
2021,Nov,68.8(R),67.2(R),409449(R),399910(R),9539(R),2.3(R)
2021,Dec,68.9(R),67.4(R),410526(R),401286(R),9240(R),2.3(R)
2022,Jan,69.1(R),67.6(R),411419(R),402422(R),8997(R),2.2(R)
2022,Feb,69.2(R),67.7(R),412040(R),403325(R),8715(R),2.1(R)
2022,Mar,69.2(R),67.8(R),412349(R),403915(R),8434(R),2.0(R)
2022,Apr,69.2(R),67.8(R),412428(R),404247(R),8181(R),2.0(R)
2022,May,69.1(R),67.8(R),412247(R),404245(R),8002(R),1.9(R)
2022,Jun,69.0(R),67.7(R),411999(R),404078(R),7921(R),1.9(R)
2022,Jul,69.0(R),67.6(R),411741(R),403771(R),7970(R),1.9(R)
2022,Aug,68.9(R),67.5(R),411634(R),403520(R),8114(R),2.0(R)
2022,Sep,68.9(R),67.5(R),411784(R),403509(R),8275(R),2.0(R)
2022,Oct,68.9(R),67.5(R),412339(R),403942(R),8397(R),2.0(R)
2022,Nov,69.0(R),67.6(R),413195(R),404769(R),8426(R),2.0(R)
2022,Dec,69.1(R),67.7(R),414296(R),405904(R),8392(R),2.0(R)
2023,Jan,69.3(R),67.9(R),415465(R),407143(R),8322(R),2.0(R)
2023,Feb,69.4(R),68.0(R),416451(R),408243(R),8208(R),2.0(R)
2023,Mar,69.5(R),68.1(R),417031(R),409018(R),8013(R),1.9(R)
2023,Apr,69.4(R),68.1(R),417165(R),409409(R),7756(R),1.9(R)
2023,May,69.3(R),68.1(R),417005(R),409474(R),7531(R),1.8(R)
2023,Jun,69.2(R),68.0(R),416765(R),409358(R),7407(R),1.8(R)
2023,Jul,69.2(R),67.9(R),416566(R),409148(R),7418(R),1.8(R)
2023,Aug,69.1(R),67.8(R),416526(R),408976(R),7550(R),1.8(R)
2023,Sep,69.1(R),67.8(R),416656(R),408911(R),7745(R),1.9(R)
2023,Oct,69.0(R),67.7(R),416841(R),408951(R),7890(R),1.9(R)
2023,Nov,69.0(R),67.7(R),416974(R),409070(R),7904(R),1.9(R)
2023,Dec,69.0(R),67.7(R),417116(R),409244(R),7872(R),1.9(R)
2024,Jan,69.0,67.6,417419,409392,8027,1.9
2024,Feb,68.9(P),67.6(P),417581(P),409414(P),8167(P),2.0(P)
